index,job_title,salary_estimate,Rating,company_name,Location,Size,founded,industry,sector,revenue,type_of_ownership
297,Data Analyst Entry Level,-1,-1,Confidential,"San Antonio, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
298,Data Visualization Analyst,$70K - $90K (Employer est.),-1,Brightfield Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
299,Privacy Analyst (Open to Remote),$49K - $66K (Employer est.),4.3,Indeed,"Austin, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
300,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
301,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
302,Business Analyst,$60K (Employer est.),3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
303,"Business Intelligence Analyst, Strategic Partnerships",,4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
304,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
305,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
306,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
307,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
308,Junior Oracle Technical Support Analyst,$100K (Employer est.),3.6,Global Partners,"Waltham, MA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
309,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
310,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
311,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
312,Junior Business Analyst/Data Analyst,$35 - $84 Per Hour(Employer est.),-1,IT Automation LLC,"Cary, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
313,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
314,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
315,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
316,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
317,Junior Data Analyst,$43K - $83K (Glassdoor est.),3.8,Comcast,"West Chester, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
318,Research Analyst,-1,-1,"The Freedonia Group, a division of Marketresearch.com",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
319,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
320,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
321,Data Analyst (100% Remote),$34 Per Hour(Employer est.),4.6,The Mom Project,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
322,Data Visualization Analyst,$70K - $90K (Employer est.),-1,Brightfield Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
323,Laboratory Data Analyst,$34K - $64K (Glassdoor est.),3.7,Labcorp,"Birmingham, AL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
324,Salesforce Business Analyst (REMOTE),$75K - $115K (Employer est.),5.0,The Hunley Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
325,Data Analyst,$60 - $65 Per Hour(Employer est.),3.8,"CGI Group, Inc.","Dallas, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
326,Operations Analyst (Hybrid with Remote Work Options),$40K - $91K (Glassdoor est.),3.5,HealthFirst,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
327,Business Intelligence Analyst - Tableau,$75K - $90K (Employer est.),-1,Parable Associates,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
328,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
329,Data Analyst Entry Level,-1,-1,Confidential,"San Antonio, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
330,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
331,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
332,Business Analyst,$60K (Employer est.),3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
333,"Business Intelligence Analyst, Strategic Partnerships",,4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
334,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
335,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
336,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
337,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
338,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
339,Junior Business Analyst/Data Analyst,$35 - $84 Per Hour(Employer est.),-1,IT Automation LLC,"Cary, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
340,Privacy Analyst (Open to Remote),$49K - $66K (Employer est.),4.3,Indeed,"Austin, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
341,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
342,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
343,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
344,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
345,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
346,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
347,Junior Data Analyst,$43K - $83K (Glassdoor est.),3.8,Comcast,"West Chester, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
348,Research Analyst,-1,-1,"The Freedonia Group, a division of Marketresearch.com",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
349,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
350,Data Analyst,$60 - $65 Per Hour(Employer est.),3.8,"CGI Group, Inc.","Dallas, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
351,Data Visualization Analyst,$70K - $90K (Employer est.),-1,Brightfield Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
352,Salesforce Business Analyst (REMOTE),$75K - $115K (Employer est.),5.0,The Hunley Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
353,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
354,Data Analyst (100% Remote),$34 Per Hour(Employer est.),4.6,The Mom Project,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
355,Business Intelligence Analyst - Tableau,$75K - $90K (Employer est.),-1,Parable Associates,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
356,Research Data Analyst,-1,3.9,Boston Medical Center,"Boston, MA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
357,Business Analyst,-1,3.8,Datix,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
358,Laboratory Data Analyst,$34K - $64K (Glassdoor est.),3.7,Labcorp,"Birmingham, AL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
359,Portfolio Analyst,$75K - $100K (Employer est.),-1,Salem Investment Counselors,"Durham, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
360,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
361,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
362,Business Analyst,$60K (Employer est.),3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
363,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
364,"Business Intelligence Analyst, Strategic Partnerships",$60K - $122K (Glassdoor est.),4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
365,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
366,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
367,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
368,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
369,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
370,Privacy Analyst (Open to Remote),$49K - $66K (Employer est.),4.3,Indeed,"Austin, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
371,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
372,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
373,SSRS Data Analyst,-1,-1,ellitgroups,Pennsylvania,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
374,Junior Business Analyst/Data Analyst,$35 - $84 Per Hour(Employer est.),-1,IT Automation LLC,"Cary, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
375,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
376,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
377,Junior Data Analyst,$43K - $83K (Glassdoor est.),3.8,Comcast,"West Chester, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
378,Data Analyst,$50K (Employer est.),1.9,GreenWorks Tools,"Mooresville, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
379,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
380,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
381,Data Analyst Entry Level,-1,-1,Confidential,"San Antonio, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
382,Data Analyst,$60 - $65 Per Hour(Employer est.),3.8,"CGI Group, Inc.","Dallas, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
383,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
384,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
385,Laboratory Data Analyst,$34K - $64K (Glassdoor est.),3.7,Labcorp,"Birmingham, AL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
386,Data Visualization Analyst,$70K - $90K (Employer est.),-1,Brightfield Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
387,Data Analyst (100% Remote),$34 Per Hour(Employer est.),4.6,The Mom Project,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
388,Research Analyst,-1,-1,"The Freedonia Group, a division of Marketresearch.com",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
389,Salesforce Business Analyst (REMOTE),$75K - $115K (Employer est.),5.0,The Hunley Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
390,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
391,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
392,Business Analyst,$60K (Employer est.),3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
393,Data Analyst (part-time),$62K - $131K (Glassdoor est.),4.2,First Republic Bank,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
394,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
395,Portfolio Investment Analyst,$200K - $250K (Employer est.),-1,Prosperity Life Group,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
396,"Business Intelligence Analyst, Strategic Partnerships",$60K - $122K (Glassdoor est.),4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
397,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
398,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
399,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
400,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
401,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
402,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
403,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
404,Privacy Analyst (Open to Remote),$49K - $66K (Employer est.),4.3,Indeed,"Austin, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
405,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
406,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
407,Portfolio Analyst,$75K - $100K (Employer est.),-1,Salem Investment Counselors,"Durham, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
408,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
409,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
410,Junior Business Analyst/Data Analyst,$35 - $84 Per Hour(Employer est.),-1,IT Automation LLC,"Cary, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
411,Junior Data Analyst,$43K - $83K (Glassdoor est.),3.8,Comcast,"West Chester, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
412,Data Analyst Entry Level,-1,-1,Confidential,"San Antonio, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
413,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
414,Research Analyst,-1,-1,"The Freedonia Group, a division of Marketresearch.com",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
415,Data Analyst (100% Remote),$34 Per Hour(Employer est.),4.6,The Mom Project,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
416,Data Analyst,$60 - $65 Per Hour(Employer est.),3.8,"CGI Group, Inc.","Dallas, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
417,Data Visualization Analyst,$70K - $90K (Employer est.),-1,Brightfield Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
418,Laboratory Data Analyst,$34K - $64K (Glassdoor est.),3.7,Labcorp,"Birmingham, AL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
419,Salesforce Business Analyst (REMOTE),$75K - $115K (Employer est.),5.0,The Hunley Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
420,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
421,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
422,Business Analyst,$60K (Employer est.),3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
423,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
424,"Business Intelligence Analyst, Strategic Partnerships",$60K - $122K (Glassdoor est.),4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
425,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
426,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
427,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
428,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
429,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
430,Portfolio Investment Analyst,$200K - $250K (Employer est.),-1,Prosperity Life Group,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
431,Privacy Analyst (Open to Remote),$49K - $66K (Employer est.),4.3,Indeed,"Austin, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
432,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
433,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
434,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
435,Junior Business Analyst/Data Analyst,$35 - $84 Per Hour(Employer est.),-1,IT Automation LLC,"Cary, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
436,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
437,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
438,Portfolio Analyst,$75K - $100K (Employer est.),-1,Salem Investment Counselors,"Durham, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
439,Junior Data Analyst,$43K - $83K (Glassdoor est.),3.8,Comcast,"West Chester, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
440,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
441,Data Visualization Analyst,$70K - $90K (Employer est.),-1,Brightfield Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
442,Salesforce Business Analyst (REMOTE),$75K - $115K (Employer est.),5.0,The Hunley Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
443,Junior Data Analyst,$41K - $81K (Glassdoor est.),4.1,Social Factor,"Fort Worth, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
444,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
445,Business Intelligence Analyst - Tableau,$75K - $90K (Employer est.),-1,Parable Associates,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
